schema	dir	basename	google_id	sheet_id	link	citation	app link	landing page	repo
core-participants	core	participants	1pshzE4tXvj294-S-rRVlf9XpczFq2bkj2P3C7xGgzjs		https://docs.google.com/spreadsheets/d/1pshzE4tXvj294-S-rRVlf9XpczFq2bkj2P3C7xGgzjs/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
core-beh	core	behavior	1P0BQcM0889YTBFSoY8-E0vfdp0psrl7vyHBAW0fSmqs		https://docs.google.com/spreadsheets/d/1P0BQcM0889YTBFSoY8-E0vfdp0psrl7vyHBAW0fSmqs/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
core-rep	core	reproducibility	1aucpZDoav8lb2QI4YlIppNBN0FwSikV-2diQmrJCI-4		https://docs.google.com/spreadsheets/d/1aucpZDoav8lb2QI4YlIppNBN0FwSikV-2diQmrJCI-4/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
core-data	core	data_sharing	1yoI37se8nfWKNdKBCd-VgK1zDTdf4JR--m8apZ9iPR8		https://docs.google.com/spreadsheets/d/1yoI37se8nfWKNdKBCd-VgK1zDTdf4JR--m8apZ9iPR8/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-allseq	mri	all_sequences	16LhsvrEKOzkNsXGLGlYZsH9h4aZ1hyt_BORmxkndaiI		https://docs.google.com/spreadsheets/d/16LhsvrEKOzkNsXGLGlYZsH9h4aZ1hyt_BORmxkndaiI/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-design	mri	design	1Llmi8Y-XBiH6WEeFzTefSIJXNP_vRKn_vpXEhtbQEF8		https://docs.google.com/spreadsheets/d/1Llmi8Y-XBiH6WEeFzTefSIJXNP_vRKn_vpXEhtbQEF8/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-acq	mri	acquisition	1OvDa4c7Eg_zVNTX527j0riljSTY4WAVwXO-th93hRwc		https://docs.google.com/spreadsheets/d/1OvDa4c7Eg_zVNTX527j0riljSTY4WAVwXO-th93hRwc/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-preproc	mri	preprocessing	1PFS6KfDC25fFad9Vf2A1v05vKQt1lHHElT3EW1ZdT9M		https://docs.google.com/spreadsheets/d/1PFS6KfDC25fFad9Vf2A1v05vKQt1lHHElT3EW1ZdT9M/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-mass_univariate	mri	mass_univariate	1nz4_eOZG5rheOnZyd8nXulsihICaYti2EuYi2jD0eFo		https://docs.google.com/spreadsheets/d/1nz4_eOZG5rheOnZyd8nXulsihICaYti2EuYi2jD0eFo/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-connectivity	mri	connectivity	1Sm9qu2KEKwdhl-lAEsz6TUZAQtwCBKZ263TbSAA4Jic		https://docs.google.com/spreadsheets/d/1Sm9qu2KEKwdhl-lAEsz6TUZAQtwCBKZ263TbSAA4Jic/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-multivariate	mri	multivariate	1QxvvhulG2fPTC98Pm1wCXgCKtrayDgzZEeh0bMkde3s		https://docs.google.com/spreadsheets/d/1QxvvhulG2fPTC98Pm1wCXgCKtrayDgzZEeh0bMkde3s/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
mri-results	mri	results	1dQqLBVgEgClXwyiviWJAEXh5gUCt5B3Meef2LhpQtxc		https://docs.google.com/spreadsheets/d/1dQqLBVgEgClXwyiviWJAEXh5gUCt5B3Meef2LhpQtxc/edit?usp=sharing	http://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf
neurovault	neurovault	neurovault	1arizMF2GnaiXz9txY5tzTU7uoA0_ENE17W5wDeUPpu0		https://docs.google.com/spreadsheets/d/1arizMF2GnaiXz9txY5tzTU7uoA0_ENE17W5wDeUPpu0/edit?usp=sharing	https://doi.org/10.3389/fninf.2015.00008	https://www.repronim.org/reproschema-ui/#/?url=https://raw.githubusercontent.com/ohbm/cobidas_schema/master/schemas/neurovault/protocols/neurovault_schema.jsonld	README_eCOBIDAS-en.md
deprecated-mri	deprecated	mri	n/a		https://docs.google.com/spreadsheets/d/1dCXP0MTK3DjY09ZFd7FXgv0Ngx16_YJwVBiXOeQbTho/edit?usp=sharing
meeg-design	meeg	design	1lKC-kVU6S0RhBj0OfzZS55oBEiDsZXWZRzo4gKsKKJ8		https://docs.google.com/spreadsheets/d/1lKC-kVU6S0RhBj0OfzZS55oBEiDsZXWZRzo4gKsKKJ8/edit?usp=sharing	https://osf.io/a8dhx/
meeg-acq	meeg	acquisition	1oKGdG15vJjvy-cFPBv-agso7J-Ml5c-7O24o8FdOtG0		https://docs.google.com/spreadsheets/d/1oKGdG15vJjvy-cFPBv-agso7J-Ml5c-7O24o8FdOtG0/edit?usp=sharing	https://osf.io/a8dhx/
meeg-preproc	meeg	processing	1rClaPKaFsMVAMW1OY5H2bwYB-O889kgrtR8wNiuOLsM		https://docs.google.com/spreadsheets/d/1rClaPKaFsMVAMW1OY5H2bwYB-O889kgrtR8wNiuOLsM/edit?usp=sharing	https://osf.io/a8dhx/
meeg-analysis	meeg	statistical_analysis	16MGHJB6Ia_uPwsvj28PPLfd9cOnsZDVHd5v6faxyEiQ		https://docs.google.com/spreadsheets/d/16MGHJB6Ia_uPwsvj28PPLfd9cOnsZDVHd5v6faxyEiQ/edit?usp=sharing	https://osf.io/a8dhx/
meeg-reporting	meeg	reporting	1dJO6vO7bLbZfdWA9qtj_83AaXiJC0DxPvY9Coe2UCxg		https://docs.google.com/spreadsheets/d/1dJO6vO7bLbZfdWA9qtj_83AaXiJC0DxPvY9Coe2UCxg/edit?usp=sharing	https://osf.io/a8dhx/
deprecated-meeg	deprecated	meeg	n/a		https://docs.google.com/spreadsheets/d/1OhkmbtgIWdFxSVjpu6A8PWoAuqev0jY-98GFQlwBCy0/edit?usp=sharing
eyetracking	eyetracking	eyetracking	1aQZINzS24oYDgu6PZ8djqZQZ2s2eNs2xP6kyzHokU8o		https://docs.google.com/spreadsheets/d/1aQZINzS24oYDgu6PZ8djqZQZ2s2eNs2xP6kyzHokU8o/edit?usp=sharing	https://psyarxiv.com/f6qcy/	https://remi-gau.github.io/cobidas-eyetracker/#/	README_eyetracker-en.md 	https://github.com/Remi-Gau/cobidas-eyetracker
pet	pet	pet	1HS-1KOP8nE7C3MHiyRmQ6hd823cBZnCRVq0UryXvDc8		https://docs.google.com/spreadsheets/d/1HS-1KOP8nE7C3MHiyRmQ6hd823cBZnCRVq0UryXvDc8/edit?usp=sharing	https://doi.org/10.1177/0271678X20905433	https://remi-gau.github.io/cobidas-PET/#/	README_PET-en.md	https://github.com/Remi-Gau/cobidas-PET
reexecution	reexecution	reexecution	1M9H7Bkti4OEVrYETajLbpbwY0T-QqSkpRUiwTz6-5Vc		https://docs.google.com/spreadsheets/d/1M9H7Bkti4OEVrYETajLbpbwY0T-QqSkpRUiwTz6-5Vc/edit?usp=sharing	https://doi.org/10.12688/f1000research.25306.2	https://remi-gau.github.io/cobidas_reexecute/#/	README_reexecute-en.md	https://github.com/Remi-Gau/cobidas_reexecute
resp-mri_soft	response_options	mri_softwares	1TT38bvZimEnfBdp4O0i2_YEnUk9J60QXAJykGSxJsjI		https://docs.google.com/spreadsheets/d/1TT38bvZimEnfBdp4O0i2_YEnUk9J60QXAJykGSxJsjI/edit?usp=sharing
resp-pres_soft	response_options	stimulus_presentation_softwares	1Gal7vMIJk4EOa1XrKgioLyfAvQJKQQDSw3YlEAeCecA		https://docs.google.com/spreadsheets/d/1Gal7vMIJk4EOa1XrKgioLyfAvQJKQQDSw3YlEAeCecA/edit?usp=sharing
resp-multiple_comp	response_options	multiple_comparisons	19-030DcknqEL-aSYhG-BwosMGQo_WMvyiveita5wLv8		https://docs.google.com/spreadsheets/d/19-030DcknqEL-aSYhG-BwosMGQo_WMvyiveita5wLv8/edit?usp=sharing
resp-interp	response_options	interpolations	1aN4HzzZLcc_IywvuXqOzlqApl7v2NBGcHSjUTmEWlEo		https://docs.google.com/spreadsheets/d/1aN4HzzZLcc_IywvuXqOzlqApl7v2NBGcHSjUTmEWlEo/edit?usp=sharing
